Date,Transaction Type,No.,Amount ,Due Date,Customer,Split,Terms,A/R Paid,Open Balance,Sent,Delivery Address
09/12/2022,Payment,,71.50  ,09/12/2022,Skyhigh Roofing,Business,,Paid,,,
04/12/2022,Invoice,1072,71.50  ,11/12/2022,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
16/12/2022,Payment,,44.00  ,16/12/2022,Skyhigh Roofing,Business,,Paid,,,
11/12/2022,Invoice,1082,44.00  ,18/12/2022,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
25/11/2022,Payment,,60.50  ,25/11/2022,Skyhigh Roofing,Business,,Paid,,,
21/11/2022,Invoice,1065,60.50  ,28/11/2022,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
20/01/2023,Payment,,407.00  ,20/01/2023,Skyhigh Roofing,Business,,Paid,,,
18/12/2022,Invoice,1088,407.00  ,25/12/2022,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
27/01/2023,Payment,,121.00  ,27/01/2023,Skyhigh Roofing,Business,,Paid,,,
22/01/2023,Invoice,1105,121.00  ,29/01/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
03/02/2023,Payment,,60.50  ,03/02/2023,Skyhigh Roofing,Business,,Paid,,,
29/01/2023,Invoice,1114,60.50  ,05/02/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
09/02/2023,Payment,,181.50  ,09/02/2023,Skyhigh Roofing,Business,,Paid,,,
05/02/2023,Invoice,1119,181.50  ,12/02/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
16/02/2023,Payment,,121.00  ,16/02/2023,Skyhigh Roofing,Business,,Paid,,,
13/02/2023,Invoice,1127,121.00  ,20/02/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
09/03/2023,Payment,,121.00  ,09/03/2023,Skyhigh Roofing,Business,,Paid,,,
05/03/2023,Invoice,1148,121.00  ,12/03/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
17/03/2023,Payment,,181.50  ,17/03/2023,Skyhigh Roofing,Business,,Paid,,,
12/03/2023,Invoice,1156,181.50  ,19/03/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
24/03/2023,Payment,,60.50  ,24/03/2023,Skyhigh Roofing,Business,,Paid,,,
19/03/2023,Invoice,1163,60.50  ,26/03/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
31/03/2023,Payment,,104.50  ,31/03/2023,Skyhigh Roofing,Business,,Paid,,,
26/03/2023,Invoice,1171,104.50  ,02/04/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
07/04/2023,Payment,,121.00  ,07/04/2023,Skyhigh Roofing,Business,,Paid,,,
02/04/2023,Invoice,1177,121.00  ,09/04/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
10/04/2023,Payment,,82.50  ,10/04/2023,Skyhigh Roofing,Business,,Paid,0.00  ,,andre@skyhighroofing.com.au
23/04/2023,Invoice,1195,104.50  ,30/04/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
11/04/2023,Invoice,1185,60.50  ,18/04/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
28/04/2023,Payment,,82.50  ,28/04/2023,Skyhigh Roofing,Business,,Paid,,,
23/04/2023,Invoice,1195,104.50  ,30/04/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
12/05/2023,Payment,,484.00  ,12/05/2023,Skyhigh Roofing,Business,,Paid,,,
07/05/2023,Invoice,1205,484.00  ,14/05/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
18/05/2023,Payment,,363.00  ,18/05/2023,Skyhigh Roofing,Business,,Paid,,,
14/05/2023,Invoice,1213,363.00  ,21/05/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
25/05/2023,Payment,,211.75  ,25/05/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
21/05/2023,Invoice,1225,211.75  ,28/05/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
09/06/2023,Payment,,242.00  ,09/06/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
04/06/2023,Invoice,1240,242.00  ,11/06/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
29/06/2023,Payment,,209.00  ,29/06/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
25/06/2023,Invoice,1257,209.00  ,02/07/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
07/07/2023,Payment,,286.00  ,07/07/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
03/07/2023,Invoice,1264,286.00  ,10/07/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
28/07/2023,Payment,,363.00  ,28/07/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
23/07/2023,Invoice,1284,363.00  ,30/07/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
11/08/2023,Payment,,60.50  ,11/08/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
30/07/2023,Invoice,1301,60.50  ,06/08/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
11/08/2023,Payment,,60.50  ,11/08/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
06/08/2023,Invoice,1310,60.50  ,13/08/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
18/08/2023,Payment,,242.00  ,18/08/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
14/08/2023,Invoice,1316,242.00  ,21/08/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
20/08/2023,Payment,,60.50  ,20/08/2023,Skyhigh Roofing,Business,,Paid,0.00  ,,andre@skyhighroofing.com.au
27/08/2023,Invoice,1330,90.75  ,03/09/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
31/08/2023,Payment,,30.25  ,31/08/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
27/08/2023,Invoice,1330,90.75  ,03/09/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
07/09/2023,Payment,,283.25  ,07/09/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
04/09/2023,Invoice,1340,283.25  ,11/09/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
15/09/2023,Payment,,181.50  ,15/09/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
10/09/2023,Invoice,1345,181.50  ,17/09/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/09/2023,Payment,,165.00  ,22/09/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
17/09/2023,Invoice,1352,165.00  ,24/09/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
29/09/2023,Payment,,104.50  ,29/09/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
24/09/2023,Invoice,1361,104.50  ,01/10/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
06/10/2023,Payment,,60.50  ,06/10/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
02/10/2023,Invoice,1366,60.50  ,09/10/2023,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
03/11/2023,Payment,,104.50  ,03/11/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
29/10/2023,Invoice,1387,104.50  ,05/11/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
24/11/2023,Payment,,272.25  ,24/11/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
13/11/2023,Invoice,1401,272.25  ,20/11/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
13/12/2023,Payment,,211.75  ,13/12/2023,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
10/12/2023,Invoice,1419,211.75  ,17/12/2023,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
25/01/2024,Payment,,132.00  ,25/01/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
21/01/2024,Invoice,1439,132.00  ,28/01/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
19/01/2024,Payment,,60.50  ,19/01/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
07/01/2024,Invoice,1429,60.50  ,14/01/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
29/01/2024,Payment,,60.50  ,29/01/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
29/01/2024,Invoice,1443,60.50  ,05/02/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
16/02/2024,Payment,,104.50  ,16/02/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
11/02/2024,Invoice,1462,104.50  ,18/02/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
29/02/2024,Payment,,346.50  ,29/02/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
25/02/2024,Invoice,1476,346.50  ,03/03/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
29/02/2024,Payment,,239.25  ,29/02/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
18/02/2024,Invoice,1469,239.25  ,25/02/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
08/03/2024,Payment,,363.00  ,08/03/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
04/02/2024,Invoice,1449,363.00  ,11/02/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
15/03/2024,Payment,,376.75  ,15/03/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
03/03/2024,Invoice,1482,376.75  ,10/03/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/03/2024,Payment,,588.50  ,22/03/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
17/03/2024,Invoice,1490,588.50  ,24/03/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
05/04/2024,Payment,,737.00  ,05/04/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
01/04/2024,Invoice,1499,737.00  ,08/04/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
12/04/2024,Payment,,247.50  ,12/04/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
09/04/2024,Invoice,1508,247.50  ,16/04/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
26/04/2024,Payment,,429.00  ,26/04/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
23/04/2024,Invoice,1517,429.00  ,30/04/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
26/04/2024,Payment,,66.00  ,26/04/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
16/04/2024,Invoice,1511,66.00  ,23/04/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
03/05/2024,Payment,,66.00  ,03/05/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
28/04/2024,Invoice,1524,66.00  ,05/05/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
10/05/2024,Payment,,132.00  ,10/05/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
07/05/2024,Invoice,1528,132.00  ,12/05/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
26/05/2024,Payment,,132.00  ,26/05/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
19/05/2024,Invoice,1541,132.00  ,26/05/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
26/05/2024,Payment,,66.00  ,26/05/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
13/05/2024,Invoice,1535,66.00  ,19/05/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
07/06/2024,Payment,,132.00  ,07/06/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
28/05/2024,Invoice,1546,132.00  ,02/06/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
14/06/2024,Payment,,330.00  ,14/06/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
09/06/2024,Invoice,1556,330.00  ,16/06/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
28/06/2024,Payment,,165.00  ,28/06/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
24/06/2024,Invoice,1571,165.00  ,30/06/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
05/07/2024,Payment,,143.00  ,05/07/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
01/07/2024,Invoice,1579,143.00  ,07/07/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
05/07/2024,Payment,,99.00  ,05/07/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
17/06/2024,Invoice,1563,99.00  ,24/06/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
21/07/2024,Payment,,407.00  ,21/07/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
07/07/2024,Invoice,1583,407.00  ,14/07/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
09/08/2024,Payment,,165.00  ,09/08/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
28/07/2024,Invoice,1595,165.00  ,04/08/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
23/08/2024,Payment,,82.50  ,23/08/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
11/08/2024,Invoice,1606,82.50  ,18/08/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
09/09/2024,Payment,,99.00  ,09/09/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
01/09/2024,Invoice,1624,99.00  ,08/09/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
23/09/2024,Payment,,165.00  ,23/09/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
15/09/2024,Invoice,1639,165.00  ,22/09/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
04/10/2024,Payment,,181.50  ,04/10/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
22/09/2024,Invoice,1645,181.50  ,29/09/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
04/10/2024,Payment,1,126.50  ,04/10/2024,Skyhigh Roofing,Business,,Paid,0.00  ,,andre@skyhighroofing.com.au
29/09/2024,Invoice,1651,126.50  ,06/10/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
07/10/2024,Payment,,165.00  ,07/10/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
06/10/2024,Invoice,1655,225.50  ,13/10/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
07/10/2024,Payment,,181.50  ,07/10/2024,Skyhigh Roofing,Business,,Paid,0.00  ,,andre@skyhighroofing.com.au
13/10/2024,Invoice,1666,132.00  ,20/10/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
06/10/2024,Invoice,1655,225.50  ,13/10/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
01/11/2024,Payment,,11.00  ,01/11/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
13/10/2024,Invoice,1666,132.00  ,20/10/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
01/11/2024,Payment,,297.00  ,01/11/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
20/10/2024,Invoice,1673,297.00  ,27/10/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/11/2024,Payment,,214.50  ,22/11/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
11/11/2024,Invoice,1694,214.50  ,18/11/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/11/2024,Payment,,126.50  ,22/11/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
27/10/2024,Invoice,1680,126.50  ,03/11/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/11/2024,Payment,,33.00  ,22/11/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
18/11/2024,Invoice,1704,33.00  ,25/11/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
06/12/2024,Payment,,165.00  ,06/12/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
25/11/2024,Invoice,1708,165.00  ,02/12/2024,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
06/12/2024,Payment,,198.00  ,06/12/2024,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
02/12/2024,Invoice,1715,198.00  ,09/12/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
10/01/2025,Payment,,231.00  ,10/01/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
16/12/2024,Invoice,1723,231.00  ,23/12/2024,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
24/01/2025,Payment,,66.00  ,24/01/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
20/01/2025,Invoice,1740,66.00  ,27/01/2025,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
24/01/2025,Payment,,66.00  ,24/01/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
12/01/2025,Invoice,1735,66.00  ,19/01/2025,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
31/01/2025,Payment,,165.00  ,31/01/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
27/01/2025,Invoice,1747,165.00  ,03/02/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
31/01/2025,Payment,Credit,66.00  ,31/01/2025,Skyhigh Roofing,Business,,Paid,0.00  ,,andre@skyhighroofing.com.au
03/02/2025,Invoice,1754,66.00  ,10/02/2025,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
18/02/2025,Payment,,418.00  ,18/02/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
10/02/2025,Invoice,1759,418.00  ,17/02/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
03/03/2025,Payment,,203.50  ,03/03/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
17/02/2025,Invoice,1769,203.50  ,24/02/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
03/03/2025,Payment,,66.00  ,03/03/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
24/02/2025,Invoice,1779,66.00  ,03/03/2025,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
31/03/2025,Payment,,379.50  ,31/03/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
24/03/2025,Invoice,1812,379.50  ,31/03/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
31/03/2025,Payment,,198.00  ,31/03/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
18/03/2025,Invoice,1803,198.00  ,25/03/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
14/04/2025,Payment,,214.50  ,14/04/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
30/03/2025,Invoice,1822,214.50  ,06/04/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/04/2025,Payment,,214.50  ,22/04/2025,Skyhigh Roofing,Business,,Paid,0.00  ,,andre@skyhighroofing.com.au
29/04/2025,Invoice,1846,264.00  ,06/05/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/04/2025,Payment,,396.00  ,22/04/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
03/03/2025,Invoice,1786,396.00  ,10/03/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/04/2025,Payment,,291.50  ,22/04/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
06/04/2025,Invoice,1829,291.50  ,13/04/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
05/05/2025,Payment,,49.50  ,05/05/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
29/04/2025,Invoice,1846,264.00  ,06/05/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
26/05/2025,Payment,,264.00  ,26/05/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
18/05/2025,Invoice,1862,264.00  ,25/05/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
02/06/2025,Payment,,33.00  ,02/06/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
27/05/2025,Invoice,1867,33.00  ,03/06/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
18/06/2025,Payment,,423.50  ,18/06/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
08/06/2025,Invoice,1878,423.50  ,15/06/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
01/07/2025,Payment,,627.00  ,01/07/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
22/06/2025,Invoice,1901,627.00  ,29/06/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
06/07/2025,Payment,,49.50  ,06/07/2025,Skyhigh Roofing,Business,,Paid,0.00  ,,andre@skyhighroofing.com.au
29/06/2025,Invoice,1911,49.50  ,06/07/2025,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
22/07/2025,Payment,,49.50  ,22/07/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
15/07/2025,Invoice,1932,49.50  ,22/07/2025,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
28/07/2025,Payment,,77.00  ,28/07/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
20/07/2025,Invoice,1938,77.00  ,27/07/2025,Skyhigh Roofing,Sales,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
02/08/2025,Payment,,77.00  ,02/08/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
07/07/2025,Invoice,1921,77.00  ,14/07/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
04/08/2025,Payment,,198.00  ,04/08/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
27/07/2025,Invoice,1945,198.00  ,03/08/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
28/09/2025,Payment,,525.00  ,28/09/2025,Skyhigh Roofing,Business,,Paid,0.00  ,,andre@skyhighroofing.com.au
21/09/2025,Invoice,2015,577.50  ,28/09/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
25/08/2025,Payment,,181.50  ,25/08/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
02/08/2025,Invoice,1952,181.50  ,09/08/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
25/08/2025,Payment,,297.00  ,25/08/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
10/08/2025,Invoice,1960,297.00  ,17/08/2025,Skyhigh Roofing,-Split-,7 Days,Paid,0.00  ,Sent,andre@skyhighroofing.com.au
12/09/2025,Payment,,357.50  ,12/09/2025,Skyhigh Roofing,Business,,Paid,,,andre@skyhighroofing.com.au
